"MTSYSTEMID","{9A360531-D935-4676-952A-5BF35A5CFE80}"
"Req71Des_structtype","{697D1F61-121A-44CD-B5DC-B3EC30732334}"
"Req71Des_DEFVIEW","{6DF9223F-649D-4449-BA96-3BF9B61B751A}"
"rReq71PEO_structtype","{1A780F09-88ED-40CA-837F-3163664083B1}"
"rReq71PEO_DEFVIEW","{575C3184-0D8D-4495-8756-676F471CEBFE}"
"rReq71SEO_structtype","{7607EB1D-AD3B-474A-8B88-FF629DEA5073}"
"rReq71SEO_DEFVIEW","{9CB8460C-392C-47E0-9B1A-D85289E5D9CE}"
"PEOFunDes_structtype","{04B1A8B1-CF09-439D-9FD1-4E21A724F549}"
"PEOFunDes_DEFVIEW","{8FC2080A-E1E9-4AE5-A76E-068C39646520}"
"MPR_TDEFVIEW","{837BC905-E1EE-4DC7-BD95-6E10F02624B5}"
"MPRDes_structtype","{F24CF8D4-1A8E-4AE7-8F9E-953F0D389EE8}"
"MPRDes_DEFVIEW","{903B1B32-32D6-4AC5-8456-62ACE90D9FBF}"
"rMPRLands_structtype","{395CE3B3-05A8-402F-977B-638488AE2DED}"
"rMPRLands_DEFVIEW","{553B545C-FFF8-4791-9191-8A18B5144DAB}"
"rMPRMFlows_structtype","{06E362F4-395A-4D5D-9D67-559A05B44FAD}"
"rMPRMFlows_DEFVIEW","{F0A293BB-04BE-4122-8B07-D43188C4214D}"
"rMPRPEOs_structtype","{DF694EF8-D6D0-40AC-A327-08D510FDF2C2}"
"rMPRPEOs_DEFVIEW","{B9551B1E-DE05-45E3-A111-8C9DA0C0248A}"
"rMPRSEOs_structtype","{FE489E52-266E-43F9-9402-237E64A59A6C}"
"rMPRSEOs_DEFVIEW","{0D774FB4-9A15-46F8-9F3A-7568080E2B9E}"
"rMPRREDs_structtype","{7FF7813E-B38B-4BDE-9228-A2C5B9567C90}"
"rMPRREDs_DEFVIEW","{2413A728-33B4-400B-B8CB-C10D8ABD09EC}"
"rMPRREExps_structtype","{683EB9B9-899B-4A44-B36C-4627C09975C1}"
"rMPRREExps_DEFVIEW","{28124FB8-1D56-4661-89B4-714778ABFA68}"
"MPRBeh_structtype","{72520FB6-198D-4F5F-8625-1BB406936E61}"
"MPRBeh_DEFVIEW","{80C5CBA0-D8F8-450B-955F-D9FAF861DA2F}"
"LandObjTypeDes_structtype","{CD07D2F4-C98C-4077-8DD4-56449986973E}"
"LandObjTypeDes_DEFVIEW","{4AD5616E-0EAD-42F8-A5F7-008F31C8479F}"
"EOCreationWayDes_structtype","{30B52F7A-607D-498C-9932-66B6CEF45AC1}"
"EOCreationWayDes_DEFVIEW","{A08488A8-7B73-46DC-811F-2FB6D2CD786E}"
"RE_EClassDes_structtype","{5D1B6989-7611-4500-B7DC-993CDF099220}"
"RE_EClassDes_DEFVIEW","{0C8C4FDE-0793-4AAD-87A7-267E1A5EB682}"
"PEO_TDEFVIEW","{A0367E7F-B960-4DCF-8F2B-42DA8AD95490}"
"rPEORIG_structtype","{E795BCBF-366C-455A-AA25-17CFCF13F1B8}"
"rPEORIG_DEFVIEW","{1244ED3D-CE3A-46BC-B859-CD593F0BB7AC}"
"rPEOReq75_structtype","{F643CDCC-801E-4439-B712-41E4EE449F89}"
"rPEOReq75_DEFVIEW","{9B978037-E014-4A9E-9BD4-AEECAD83C0FB}"
"rPEOMPRs_structtype","{9D62AC30-3364-4096-B29C-15DDBF42F96C}"
"rPEOMPRs_DEFVIEW","{8861DB83-E0C6-4E52-8A04-CE2121D9408F}"
"UsedRess_structtype","{0C225C47-E971-41EE-847C-F84A59015425}"
"rPEOMeters_structtype","{81174F62-9AD4-4155-8428-2522D28C3EEF}"
"rPEOMeters_DEFVIEW","{CC637F51-5AEE-471B-BC28-E019E730B8D5}"
"PEODes_structtype","{56E2FA60-5CFA-45BA-91B4-A7EE0C7275CE}"
"PEODes_DEFVIEW","{E721983F-70C9-435D-A7FA-7E3D183CDEAB}"
"PEODescrs_structtype","{607FB0DE-A6FE-4F62-98B4-BE6CB942C09B}"
"PEODescrs_DEFVIEW","{2D92EC35-ED60-461A-B3AF-F7B1252FB043}"
"rPEOTools_structtype","{9DE8A67A-B861-4CD7-86CC-403784F3B47D}"
"rPEOTools_DEFVIEW","{FC39A216-6BAA-47A7-A750-A421E85E982A}"
"PEOMFlow_structtype","{F0EE5B78-52C1-408B-BE29-02631B3A2C33}"
"PEOMFlow_DEFVIEW","{9713679F-5A05-4F07-934D-919B4A642CC6}"
"rPEOREP_structtype","{758EED4E-5B71-4A92-8796-34FB341470D5}"
"rPEOREP_DEFVIEW","{C34008BD-2AFD-42E6-9BB8-9CA5AB3B24C7}"
"rPEOReq71_structtype","{0D382E36-D481-43FF-B733-7CDB5B001DE4}"
"rPEOReq71_DEFVIEW","{D4425813-B537-4ED3-B92F-8D99C18A736D}"
"PEOMFExps_structtype","{D6BF056B-26CC-47A7-8A79-B88F424ABB83}"
"PEOMFExps_DEFVIEW","{6F012CEF-55E7-4E3B-B6A1-8CB6326D50A2}"
"rPEOReq73_structtype","{AAF7F668-C99B-4246-BD2F-0EC4FC4FA2BE}"
"rPEOReq73_DEFVIEW","{4A04AFD9-C239-4B7C-B298-EB70EDDDCC4A}"
"rPEOREDoc_structtype","{01DD01B0-318E-4C77-9DB4-447689D671BC}"
"rPEOREDoc_DEFVIEW","{5986E0CC-7007-4750-966E-8C9214DFEA9D}"
"rPEORatCat_structtype","{971A8467-5EB6-43D2-B27C-7EBB83D1A35B}"
"rPEORatCat_DEFVIEW","{048858E0-D240-45DD-924C-439B62F41D4F}"
"rPEOFlors_structtype","{162C9508-4E7F-4CAE-9CFF-C3B69620C7AD}"
"rPEOFlors_DEFVIEW","{C4079B68-1818-4041-A729-387FBCD9622B}"
"rPEOREV_structtype","{E32DD3A6-A19B-4A5D-9856-F22B0F9EC2B9}"
"rPEOREV_DEFVIEW","{2D1469E9-400F-4994-B539-03B0F3EF0A24}"
"rPEOPhotos_structtype","{5A92F8B8-AE05-46AF-A402-B2D790E727F4}"
"rPEOPhotos_DEFVIEW","{8F3E8C0A-27D7-4BCD-ADB0-A5A56FE86AD8}"
"DocFile_TDEFVIEW","{1ED41844-6F20-45FA-9C69-DF6A38B15393}"
"DocFileDes_structtype","{60EC75E0-FF06-421B-911F-CCDC565AD336}"
"DocFileDes_DEFVIEW","{B73F916B-D6F4-4CB4-8260-DEB3DC2BF37B}"
"OPFDes_structtype","{7404F1CB-5B7F-4F27-8E08-D89E7F59818A}"
"OPFDes_DEFVIEW","{2CE1D937-D855-4CB5-AAD4-05E1B4D7D77F}"
"RETools_TDEFVIEW","{8DBEFA56-CBFC-4638-ADCB-9CF4451C07C2}"
"rRETMeters_structtype","{E1D89A8F-A176-4CBA-BC96-6D69B46EE1BC}"
"rRETMeters_DEFVIEW","{0D48B00D-2F7F-4C72-BD68-530D5C5D7D4A}"
"rToolsRep_structtype","{A5959539-171F-417B-A51F-B3018726A70F}"
"rToolsRep_DEFVIEW","{F7CD8A7C-2301-4F27-BC37-CF9D812CC935}"
"rToolsREDoc_structtype","{148DEFD4-D868-4016-A123-6B3E2DE71560}"
"rToolsREDoc_DEFVIEW","{E85E7C40-5658-4B6A-B0CA-C7E5873482AE}"
"rRETRIG_structtype","{E9142D06-DAFB-4D9B-A12B-606EBF7CD341}"
"rRETRIG_DEFVIEW","{15F263DD-9086-4B4D-AC3C-F3EEC74F6E4D}"
"rToolsREV_structtype","{B2EBEB13-9A78-48E0-B573-9253F7D69298}"
"rToolsREV_DEFVIEW","{B52B59EA-C02B-4A53-AD4E-65A8472510B8}"
"rRETREExp_structtype","{1D1ECB03-49E2-40EE-8963-71FD6760D509}"
"rRETREExp_DEFVIEW","{D2576433-AF35-492F-945C-5BFF556AC613}"
"REToolsDes_structtype","{AC7F608D-5C7D-48FE-94DF-593DCE951D6E}"
"REToolsDes_DEFVIEW","{E94293BD-1B7F-4CFD-B2C2-FD2189A9041C}"
"REToolsBeh_structtype","{EDCD3D22-A48F-4753-9B32-4BA1EBD9F54B}"
"REToolsBeh_DEFVIEW","{E92A3C5E-3338-4DBE-83E2-158BE97B7F0F}"
"SEOUseDes_structtype","{469E8979-7BA7-4FF8-8237-6413CFFC077B}"
"SEOUseDes_DEFVIEW","{38C9823B-A52E-48A8-A65B-A11A55147576}"
"RepairTypeDes_structtype","{2E57BB1B-3BB2-4C90-A137-030774763970}"
"RepairTypeDes_DEFVIEW","{F6B80D5E-7AC8-4DFE-B9B4-DEEF09AAEE73}"
"REExpItemsDes_structtype","{9FFD5E7B-37BA-4D2F-84DD-6B1BE4B3F8B5}"
"REExpItemsDes_DEFVIEW","{193D4937-46E1-4129-8AC4-C7375D54F836}"
"DocTypeDes_structtype","{9026A34B-EF64-4D95-92D2-25A4D745AC48}"
"DocTypeDes_DEFVIEW","{36AF6651-B1FE-469C-B123-698561D56C6A}"
"Req712_TDEFVIEW","{8AFE7B07-31F8-4D90-BA94-D319EDE64D12}"
"Req712Des_structtype","{7F6C617B-F4D8-4632-B93A-09DA3A70295F}"
"Req712Des_DEFVIEW","{5F0C7134-98D0-4D40-9D79-BCC18D24E231}"
"Req712Strs_structtype","{D643DB70-9A70-411F-939B-ED208F03E54D}"
"Req712Strs_DEFVIEW","{5926BA8B-2076-4F41-93E1-5128759F61CF}"
"PEOObjTypeDes_structtype","{54730F96-6E34-42BB-81BB-4D449BE2F63B}"
"PEOObjTypeDes_DEFVIEW","{8B56A4D4-0CDA-4E2A-98F9-B8F150E70C92}"
"SDDepsDes_structtype","{A0363261-B94D-4341-B8DA-8A20C7F20955}"
"SDDepsDes_DEFVIEW","{FE7730A0-294B-48C9-B38D-10365B9E3B84}"
"SEOTypeDes_structtype","{57F9516C-3E86-454C-9C3A-113DA2293178}"
"SEOTypeDes_DEFVIEW","{75BB928A-6B96-4CA7-A8E9-47EB0DDC633B}"
"RegStateDes_structtype","{AA8DAE21-3CE4-415A-88C9-2865933CEDA3}"
"RegStateDes_DEFVIEW","{546C3226-083E-4F9E-9094-D51F96CDBD8B}"
"Photos_TDEFVIEW","{5D0EB86C-865D-4FB5-9DD8-32A768A106F8}"
"PhotosDes_structtype","{91D1F35A-C680-408B-8116-EC9AFE0165A9}"
"PhotosDes_DEFVIEW","{3EAE2B3B-4B54-4E78-B2E9-76AB815EE84D}"
"RERep_TDEFVIEW","{027E79DF-C5CB-438E-B00D-4E640C48C17E}"
"rRepReq77_structtype","{4FDEEACE-029B-4B4A-8D88-2B44C5D51C09}"
"rRepReq77_DEFVIEW","{F105102B-03FA-4E66-9B9F-EE5225BFE32B}"
"RERepDes_structtype","{9D9BD1A3-0503-4B95-8029-435B095B472F}"
"RERepDes_DEFVIEW","{75A793BF-0993-4362-9C2F-6123F500C680}"
"rREPSEO_structtype","{6DED9DF8-B0BB-4458-9968-7C2CCD88AD82}"
"rREPSEO_DEFVIEW","{E6C23D1D-4AA0-4A16-977C-9962DDAD3521}"
"rREPDoc_structtype","{784A07F4-CE84-436B-A8B2-87F071BA7F82}"
"rREPDoc_DEFVIEW","{2997F071-BAC0-49DF-92E5-C746BAA86CCF}"
"rRERREVs_structtype","{B28EB2E4-91D1-45F6-BB86-960CC30EC2A0}"
"rRERREVs_DEFVIEW","{CC35B413-6ADB-47D4-ADF5-C75997197AFC}"
"rRERSubjs_structtype","{ACDBD223-A0CE-4EB1-AEF4-21F9F0B18940}"
"rRERSubjs_DEFVIEW","{F284D58D-87A2-41EE-ADC4-E008EAA9407C}"
"rREPRepCap_structtype","{B259CD16-2FAB-4C73-A77B-E3AAD392E5A3}"
"rREPRepCap_DEFVIEW","{8C1BCC0C-772A-4307-B6B8-3E822E7E23BB}"
"rREPTools_structtype","{474F9B87-EC4E-44FC-AEBF-A81365ACD5CC}"
"rREPTools_DEFVIEW","{F6AE1E6A-05BD-45DD-BEAE-2BF7C865CA0E}"
"rREPLan_structtype","{B4111235-EDA0-4FEE-8F43-1003EB838BF8}"
"rREPLan_DEFVIEW","{60AC2AFF-EB2F-462D-9BF2-849306F63F7B}"
"rREPPEO_structtype","{08008C29-65A0-4BEB-8F1A-491BF69BE0C0}"
"rREPPEO_DEFVIEW","{14214771-2BCA-48B4-9B0E-7A1D6476CF08}"
"RERepExps_structtype","{21273D7E-1B77-4DB1-8B3C-ABAC621AA349}"
"RERepExps_DEFVIEW","{18AE68D1-B1E0-4E5F-8D19-CC5295AB2048}"
"RepDescrs_structtype","{44E4B01C-95D7-447D-86FB-B6CB715ABB57}"
"RepDescrs_DEFVIEW","{C75692DF-D8F0-4483-B159-6CD749841E54}"
"FinSrcDes_structtype","{5EA56734-7F79-446A-A234-8242D3CED845}"
"FinSrcDes_DEFVIEW","{1EC12E62-0AC0-461A-B97A-41A6481942AD}"
"JurPersCodeDes_structtype","{E9FC6BF7-0ACA-4471-8A47-827B8BDA9F8E}"
"JurPersCodeDes_DEFVIEW","{16C0FF4A-1E1A-4447-892A-2CDEF8D14BF5}"
"PEOTypeDes_structtype","{059BA41B-260F-4983-9099-5499B0023C4C}"
"PEOTypeDes_DEFVIEW","{901AE3BD-445D-49AF-8C41-1D49D8BF1D66}"
"REPerm_TDEFVIEW","{ECC6CD6B-A9F1-4A50-97C2-3038022E8B56}"
"rRIGRET_structtype","{F30B4995-B36C-4A2F-BCCD-9C69D86159DF}"
"rRIGRET_DEFVIEW","{1768545F-396E-4AB3-BF86-373C2810A763}"
"REPermDes_structtype","{02AE167A-17B5-4BC0-BEEA-2578EEB3332A}"
"REPermDes_DEFVIEW","{DC0124F2-A09E-4652-9E1D-DEF30D7CA9D7}"
"rRIGRED_structtype","{1F5B103E-D124-47C6-B716-519286AE9D02}"
"rRIGRED_DEFVIEW","{6C07B50B-A5D5-4B5C-B4C6-748EBC37B08F}"
"rRIGLan_structtype","{46BE0D8B-99A5-42AE-A488-FB7E2387BC62}"
"rRIGLan_DEFVIEW","{8D750A55-0651-40FE-8BA9-69EF0A878FDD}"
"rRIGSEO_structtype","{615BF0FB-D9D8-4B5A-B5D9-3BB573609A8E}"
"rRIGSEO_DEFVIEW","{24C91FAB-ECC4-45E6-A8DD-7504437D74BE}"
"rRIGPEO_structtype","{63ED6284-31A7-4C20-91EC-03488E020C39}"
"rRIGPEO_DEFVIEW","{1D2531C9-CEC6-4733-BD7E-8F83CB45CDA6}"
"PPermDescrs__structtype","{1AACB86E-0506-422C-BDBE-5BD7AF8ED256}"
"PPermDescrs__DEFVIEW","{430C4A9E-D7ED-4A34-B9DF-6AE7E1AF4E0B}"
"RERateCatsDes_structtype","{7D64EB2C-1BD9-4402-B676-DF15AF151D93}"
"RERateCatsDes_DEFVIEW","{DF8904B9-F9CF-43CD-8AF2-A5EFBE20BF3F}"
"REDocument_TDEFVIEW","{E8311754-5F5E-40B2-9C41-D415C37BDFBD}"
"REDocumentDes_structtype","{A9050B65-5781-4515-AB36-26A5083F10BF}"
"REDocumentDes_DEFVIEW","{2FF83DBD-1CF8-4906-821B-008A5C2D3375}"
"rREDocTools_structtype","{6198BA56-AEF1-41B0-8271-CEE06CCA1317}"
"rREDocTools_DEFVIEW","{F5AA822E-C216-456A-AD55-8E364CA1C9C3}"
"PEODescrs__structtype","{AFDC6F8E-82A1-4C1B-B7D3-9A60A31EE396}"
"PEODescrs__DEFVIEW","{16A2D87C-1825-4098-9456-4632F590FF8D}"
"rREDMPRs_structtype","{BE9D8DD9-DAA4-4CB8-A728-3277C1836542}"
"rREDMPRs_DEFVIEW","{3CC4D433-1FDC-40AD-A7A3-D16B21694E5F}"
"rREDocSEO_structtype","{7A44DDC5-1E2B-4668-BD6A-E17885021C31}"
"rREDocSEO_DEFVIEW","{A08FBABB-7428-408D-9725-C10234CFD733}"
"rREDocREV_structtype","{AB9D5108-1CE1-4393-A216-BB73D93BF4A4}"
"rREDocREV_DEFVIEW","{03713218-08C4-4EAB-A574-2E13098B8C18}"
"rREDocLand_structtype","{4B46730C-D079-4B86-9FF3-795BBB36CECF}"
"rREDocLand_DEFVIEW","{64BDCE8F-0E9F-4A1B-9B4C-56CC290077CA}"
"rREDREExps_structtype","{D65032B4-3745-4E44-A1E1-4269CC52B38F}"
"rREDREExps_DEFVIEW","{621D8B89-E9CA-4843-B159-F00FFB7DBE0B}"
"rREDMFlows_structtype","{17F0478F-E44B-4EB0-BA8D-7FC8809EA005}"
"rREDMFlows_DEFVIEW","{A209D329-993C-4B43-8481-2E6640A8730D}"
"rDocRep_structtype","{6502DDE2-849A-4AFE-92EF-66DD1F3B33CA}"
"rDocRep_DEFVIEW","{01974084-46CB-4B56-B931-7F893C3737DB}"
"rREDocPEO_structtype","{0445789D-4815-43D8-8213-0FF498D0BAC2}"
"rREDocPEO_DEFVIEW","{5C58A89A-BD33-4FCA-A6D4-1854A91D9A89}"
"PEOUseDes_structtype","{A8B33577-154A-48CA-8697-88606A53A138}"
"PEOUseDes_DEFVIEW","{B8317FA1-901C-4FE7-B6A3-391322619AF4}"
"SEOFunDes_structtype","{E965287B-C8EC-4AE5-B171-205CE7E9E42D}"
"SEOFunDes_DEFVIEW","{0B9603F0-7C78-41B1-8A41-86EAAD572F8B}"
"ObjEndUseDes_structtype","{4370C586-D3FF-4C22-9022-B7D61CBE9D01}"
"ObjEndUseDes_DEFVIEW","{8886D2C8-823F-4211-A269-B1D546FB77CB}"
"ToolEndUseDes_structtype","{86F809D1-792D-40BE-9BB7-53136F209FAA}"
"ToolEndUseDes_DEFVIEW","{0373F501-9707-41F2-84D8-D4A1C39436A4}"
"SEO_TDEFVIEW","{2649390B-6BF1-43F6-8DE6-336346A209CC}"
"rSEOPhotos_structtype","{16561CC2-5808-4EAC-97AA-220A06DD8918}"
"rSEOPhotos_DEFVIEW","{C57DA462-2578-4B0B-BDB0-90149C0D7999}"
"rSEOREDoc_structtype","{3096BEF9-85C1-487F-8549-E0491E37EDB0}"
"rSEOREDoc_DEFVIEW","{7F1165D4-80C8-4A6C-9DD2-D8A150B86517}"
"rSEOReq71_structtype","{EE5FDBB5-A024-4BB1-B4CA-946B9797B74D}"
"rSEOReq71_DEFVIEW","{BDF2ED9D-ED08-40B8-B59B-EBCC9C5B7384}"
"rSEOMeters_structtype","{EB57DFB6-FEFC-483A-BEE8-E0FC52842D21}"
"rSEOMeters_DEFVIEW","{7A119534-445A-40A2-8625-30A23BDB10B4}"
"SEODes_structtype","{D9533829-B201-4428-9BEE-C400FB6928CD}"
"SEODes_DEFVIEW","{BD49D721-A1D4-4432-AC42-D009DE3E6A49}"
"rSEORIG_structtype","{75EB6AF9-5B9B-469D-918F-75E012A2A40F}"
"rSEORIG_DEFVIEW","{32876CD9-11FF-42FE-9A83-E76DA03DE91B}"
"rSEOREP_structtype","{00F178AC-D58F-4CAE-8C6F-59C4543F6E3B}"
"rSEOREP_DEFVIEW","{B356EBBB-A942-4651-8C8C-09CB7FA22D42}"
"rSEORatCat_structtype","{744AD2ED-9123-4F60-8A22-B4C579627402}"
"rSEORatCat_DEFVIEW","{E3EF3193-AA7C-429F-8654-4EB468779690}"
"rSEOTools_structtype","{2A3F3099-6905-4F17-ABC6-0467DA8A3225}"
"rSEOTools_DEFVIEW","{31722F4C-5F21-4F2A-BFF1-3B5AA8724848}"
"rSEOReq75_structtype","{DCCBBC5A-C592-4469-80EF-7C8E857FA83F}"
"rSEOReq75_DEFVIEW","{5D970049-C66C-4140-92C8-BBB4670F5BAE}"
"SEOMFExps_structtype","{44C7B44F-E5A0-448C-89F3-56A89054D4B2}"
"SEOMFExps_DEFVIEW","{BE970181-45FF-4C3B-9AB5-31F9499BA324}"
"rSEOReq73_structtype","{004D78AB-CE92-4CB7-BE8D-B72CA082E411}"
"rSEOReq73_DEFVIEW","{BFACB943-6FF9-4B00-95D7-A19A71185E67}"
"SEODescrs_structtype","{DB831DE6-F68C-4E82-813C-903AA715A2F7}"
"SEODescrs_DEFVIEW","{E3BB85C6-ABE2-44C6-9136-D5350970DE94}"
"rSEOMPRs_structtype","{5D9566F7-BF89-4DA1-8A6B-255B6EFD2172}"
"rSEOMPRs_DEFVIEW","{78455960-D053-44B2-9AF6-46C30BFCFD7A}"
"SEOMFlow_structtype","{8FAF94ED-B629-4609-8EF3-6ACE3F062237}"
"SEOMFlow_DEFVIEW","{E5CE51FD-6282-4FAE-AF29-A19E493E2530}"
"rSEOREV_structtype","{1767442D-7B63-4568-B2ED-218354368B04}"
"rSEOREV_DEFVIEW","{513A6601-1E18-4DFE-9035-6270D7934ADE}"
"REExp_TDEFVIEW","{48982B7C-D928-4DEF-926B-C0AD64A31B14}"
"rREEMFlows_structtype","{FA59BD73-477A-4586-8419-C1F5AC83D4FB}"
"rREEMFlows_DEFVIEW","{A63BEA10-D07A-49CA-B29A-13A399E60C33}"
"rREEREDocs_structtype","{0CA32E08-E665-449E-A593-26802096F0D8}"
"rREEREDocs_DEFVIEW","{C6B5A843-A0E5-4B4F-9341-094CF29835B5}"
"REExpDes_structtype","{FC75DF55-3522-43B4-BED0-8DF80CC12E3D}"
"REExpDes_DEFVIEW","{3F703908-536C-4918-B0A3-BFD7F295D99F}"
"FunctUseDes_structtype","{95DFFB2A-3FE3-4130-B4C5-2EBD8F48DF98}"
"FunctUseDes_DEFVIEW","{E4062720-13F9-49ED-A4A8-511AEAA30AE0}"
"ECCatalog_structtype","{9B61E492-3DAA-4353-93B6-9CE2DEEFCD40}"
"CatElm_structtype","{0F424E2B-F9B6-4742-BC95-43E65E2CC6FB}"
"CatElm_PARENT","{D7302C1B-1F25-4EDD-9348-57D05E91DE6E}"
"CatElm_DEFVIEW","{2F5FCA27-516C-4B42-A37D-C49736A23103}"
"Subject_TDEFVIEW","{B9FECBA6-BB59-4361-8CB4-15A74C141589}"
"SubjectPhones_structtype","{0ED304D4-ED17-4A47-83DC-64D1B094F968}"
"SubjectPhones_DEFVIEW","{F6EA1B62-EFFE-4D7F-B210-4997B818C51D}"
"rSubREPs_structtype","{09A83DB3-D15D-4A60-9C2E-21833FFDD8D5}"
"rSubREPs_DEFVIEW","{FB0A122F-F413-4B9A-BA34-20CB1D92E18E}"
"Subj_Descrs_structtype","{08F54B73-3946-4B4A-8CF9-C4BC1C9E2011}"
"Subj_Descrs_DEFVIEW","{D30916E2-8A76-44E3-85B0-F835AF3627BF}"
"SubjectDes_structtype","{A14E7CAD-A9A4-4017-A1C8-102DA47BE406}"
"SubjectDes_DEFVIEW","{6263F309-3057-45C2-9A47-153715FD07AA}"
"rSubREDoc_structtype","{30C9463E-9464-4E20-ACD8-976106DE09B9}"
"rSubREDoc_DEFVIEW","{37BEB834-205F-40AF-BE38-D8B8B13E7A7F}"
"Land_TDEFVIEW","{17E0D86C-4EB7-4CC4-8F49-AC72F77B2F81}"
"LandDes_structtype","{E9A3E0E8-37ED-4D58-B222-1A1A7B78B72D}"
"LandDes_DEFVIEW","{3ACFC78A-9E13-484D-A561-0E4B9B677A54}"
"rLanReq75_structtype","{DA8CEA67-8621-4BD1-A6AE-4D5768203D0D}"
"rLanReq75_DEFVIEW","{27F4724B-5E2F-4E7D-A10F-CA12CDF096C5}"
"rLandTools_structtype","{3CE2E3EE-61AC-4C58-B6A9-7C26D6E66FEA}"
"rLandTools_DEFVIEW","{A7815DE8-2172-488B-B361-05C9E348E44B}"
"rLanREV_structtype","{9142DE52-C297-406C-9A6D-860E6A633EE7}"
"rLanREV_DEFVIEW","{ACBA4D92-8261-414D-9A14-49AE13354EA1}"
"LndMFExps_structtype","{4F9F5569-8F02-447A-8E05-06FB34D88462}"
"LndMFExps_DEFVIEW","{EC68BCCF-3C45-44A3-87F1-5C4A1BCA2616}"
"rLandREDoc_structtype","{E4E19D50-C0AE-4B09-A196-0F76F4892D7C}"
"rLandREDoc_DEFVIEW","{8EBBFCC1-3D22-485F-88DC-F76B91BC7F36}"
"rLandPhotos_structtype","{D1AC49FE-BDFA-4BE4-B86C-11CD2F46BAE7}"
"rLandPhotos_DEFVIEW","{FE4EF7F6-FAAE-46AE-8B0D-8BC24B0ADEF5}"
"rLanMPRs_structtype","{420CDEE8-763A-4A07-B9D5-3F8204507624}"
"rLanMPRs_DEFVIEW","{DA47446F-DE1F-42C8-92FB-0AAA2AAA1188}"
"LandDescrs_structtype","{BAEAA06A-24B4-44DB-A1F9-0EC29514122E}"
"LandDescrs_DEFVIEW","{B949983D-8918-468C-935A-D774BC94A1FE}"
"rLanREP_structtype","{BD59E371-3A26-4C9D-8BEE-097D6A8D127C}"
"rLanREP_DEFVIEW","{A69FE6FB-603E-47C0-8E4A-F68A280D887C}"
"rLanRIG_structtype","{2202B525-3020-4975-A02B-EB1C9444B4F0}"
"rLanRIG_DEFVIEW","{E3881D9A-1AAD-4515-B6B8-97CB1756692D}"
"rLanRatCat_structtype","{AE1AD5C0-5D6A-41C3-9267-4D173C9F2C96}"
"rLanRatCat_DEFVIEW","{3F30032A-74AB-46D4-8978-38DC25165494}"
"LndMFlow_structtype","{CF1839B0-7F1C-45CA-A063-2DF6BE72C280}"
"LndMFlow_DEFVIEW","{DECE15C9-2F98-4B0C-A3CF-7FDBDF85216B}"
"rLanReq71_structtype","{DC684890-BBD9-4A18-A6EB-F20298E511AC}"
"rLanReq71_DEFVIEW","{2AECF064-4078-4F19-9A2A-BFC7517C5325}"
"rLanMeters_structtype","{9821A808-6F75-43FB-B2EA-27202258A5A4}"
"rLanMeters_DEFVIEW","{BA4AE9B1-EBDE-498A-B6A1-C515596E8691}"
"rLandPEOs_structtype","{98E59EFD-9B6D-4A04-A031-385E8C2D120F}"
"rLandPEOs_DEFVIEW","{EFC18796-24E9-402E-B291-3AB772CE08B5}"
"rLanReq73_structtype","{191129EC-DD8C-4F9D-98DA-B9AD433FA83F}"
"rLanReq73_DEFVIEW","{77A3FA92-3070-417B-A242-0C782B991584}"
"LcatDes_structtype","{7006E359-F07A-4294-AD39-D9E22427EF0B}"
"LcatDes_DEFVIEW","{D3D05D08-445B-427A-A9D4-A9C533133CCA}"
"Maps_TDEFVIEW","{639C83FE-917E-4762-8264-9CE5FA6E6A73}"
"rMapsPEO_structtype","{8B1B32CD-609E-4FA3-AC58-A98E1FC37054}"
"rMapsPEO_DEFVIEW","{A300EE66-6870-477F-B492-1CACA2747231}"
"rMapEstC_structtype","{1CF738A6-C8E8-488B-AF0A-24579EDE6FE0}"
"rMapEstC_DEFVIEW","{FB35FD81-871E-4102-AFC6-9C64C601406E}"
"rMapsLan_structtype","{F3232F99-0DDA-4220-A8F0-B98152214BC6}"
"rMapsLan_DEFVIEW","{2F66EE9D-84EF-41E0-8DE5-DF5B660C3F83}"
"MapsDes_structtype","{0B49B646-2AF0-405F-878D-6DB423C9373B}"
"MapsDes_DEFVIEW","{2DD18A0E-0E6B-477F-B3D5-1A5E54BE72E8}"
"rMapTools_structtype","{B61A1D94-1807-485D-AA25-69A027C5719C}"
"rMapTools_DEFVIEW","{5B6191FA-8198-4610-86BB-B9BFA1B37247}"
"rMapsSEO_structtype","{D573ABA8-67CE-4C0D-901A-5A81018B5D90}"
"rMapsSEO_DEFVIEW","{272E1118-75F8-4B75-BC3F-8B5B821C3DA7}"
"MapObjects_structtype","{81D5F916-EBF0-4BBE-9743-D70A07321014}"
"UseStDes_structtype","{10912CD4-2384-42BA-8588-37F20FF17571}"
"UseStDes_DEFVIEW","{DCF4EE50-D500-4E5E-90A4-B3F46104192D}"
"CapitGrDes_structtype","{2EBA4684-9C29-4DEB-A3F1-730C352BAFA3}"
"CapitGrDes_DEFVIEW","{C2F9C99B-DE21-451D-9879-FD0BE36E8268}"
"REReview_TDEFVIEW","{261A4521-962F-4811-BD03-0AB463ED2AE9}"
"REReviewBeh_structtype","{D373BED8-5503-4C74-8AD4-2F2690EC1508}"
"REReviewBeh_DEFVIEW","{61161E94-BEE2-4705-B1D9-79071AE8732B}"
